20201223,浦东,北蔡,满五唯一+精装带地暖+三房2卫+有车位+高区景观必看好房,1070万,3室2厅 | 119.33平米 | 南 北 | 精装 | 中楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zqJfQJijU_1.jpg.296x216.jpg
20201223,浦东,北蔡,2003年北区，双南双天井，满五年唯一，车位全天宽松！新上,335万,2室1厅 | 62.53平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UYtGUAIeT_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁南北两房，位置优越，全明户型，诚意出售房主自荐,290万,2室1厅 | 57.58平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GYvXUhKEh_1.jpg.296x216.jpg
20201223,浦东,北蔡,小区位置好，南北两房采光无遮挡，7/13号线地铁便利房主自荐,335万,2室1厅 | 57.8平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4i4gxWJhv_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装两房+中间楼层+南北朝向+税费少+业主诚售新上,360万,2室1厅 | 55.86平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-0d8579a6-5934-4104-a8d3-002265395f12.jpg.296x216.jpg
20201223,浦东,北蔡,电梯房中间楼层+满五唯一+交通方便+有钥匙房主自荐,1060万,3室2厅 | 158.03平米 | 北 南 | 精装 | 中楼层(共14层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gGhYbWG3Y.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一+采光好+双轨交通+钥匙房（随时可看）房主自荐,415万,3室1厅 | 73.71平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wVJYwafE1_1.jpg.296x216.jpg
20201223,浦东,北蔡,大华稀有三房带有大花园，业主诚意，看房方便房主自荐,1370万,3室2厅 | 157.38平米 | 南 | 简装 | 低楼层(共5层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_duUBNcYSK_1.jpg.296x216.jpg
20201223,浦东,北蔡,2011年新小区,税费少，户型正气南北通，有地下停车库,415万,2室2厅 | 81.1平米 | 南 | 精装 | 高楼层(共6层) | 2011年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qzT2Hqe3M_1.jpg.296x216.jpg
20201223,浦东,北蔡,四房总价低，品质小区，商圈成熟，交通便利房主自荐,650万,4室2厅 | 147.01平米 | 南 北 | 简装 | 低楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ba0JwqlpI_1.jpg.296x216.jpg
20201223,浦东,北蔡,莲琼苑 2室1厅 南 北,660万,2室1厅 | 91平米 | 南 北 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5MtaNMji1_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨交通，电梯三房，户型正，中间位置，另有产权车位新上,1030万,3室2厅 | 140.1平米 | 南 | 精装 | 中楼层(共9层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OE7HQ6BOd_1.jpg.296x216.jpg
20201223,浦东,北蔡,全明户型，13/18双轨交通，采光充足房主自荐,258万,1室1厅 | 49.43平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_c98VNLuD6_1.jpg.296x216.jpg
20201223,浦东,北蔡,18号线地铁口，双南户型，一梯两户，中间楼层，采光好,408万,2室1厅 | 67.95平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OZkEAsejF_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年唯一+一梯两户全明户型+两房朝南+厨卫朝外窗,325万,2室1厅 | 67.4平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bnNinurSD_1.jpg.296x216.jpg
20201223,浦东,北蔡,花园洋房精装修，房子满二年税少，位置安静，诚意卖！房主自荐,1380万,3室2厅 | 132.05平米 | 南 | 精装 | 低楼层(共9层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kin2nZ28C_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一 税费少 南北通透 中间楼层 诚心出售！,310万,2室1厅 | 65.53平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0eqhMxrz7_1.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁，满五不唯一 ，正气大三房，视野开阔，单价低房主自荐,480万,3室1厅 | 86.73平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W6vvh33JQ_1.jpg.296x216.jpg
20201223,浦东,北蔡,交通方便 小区中间位置  近地铁房主自荐,360万,2室1厅 | 61.57平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ncs23PZPT_1.jpg.296x216.jpg
20201223,浦东,北蔡,户型方正，楼层佳，采光充足，精装修，业主诚意售新上,958万,2室2厅 | 93.36平米 | 南 北 | 精装 | 中楼层(共11层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kvqAGOShH_1.jpg.296x216.jpg
20201223,浦东,北蔡,02年商品房  出门商场  13号线地铁500米  婚房精装修,535万,2室2厅 | 87.52平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5zauTndaq_1.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁 三房朝南 全明西边套 对口示范性幼儿园房主自荐,526万,3室1厅 | 90.33平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RaY3DxtuD_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修两房，双朝南户型，税费低，业主诚意出售,350万,2室2厅 | 80.44平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mHNNzC6AI_1.jpg.296x216.jpg
20201223,浦东,北蔡,培育苑 3室1厅 南,428万,3室1厅 | 70.67平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_C5GvZimF4_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房满五不唯一，房龄新，带产权车位，带40平的露台新上,1380万,3室2厅 | 125.39平米 | 南 | 精装 | 低楼层(共19层) | 2013年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nGVh175Hj_1.jpg.296x216.jpg
20201223,浦东,北蔡,业主诚意出售，价格可谈，看房方便,475万,3室2厅 | 103.47平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YomO19TFd_1.jpg.296x216.jpg
20201223,浦东,北蔡,房子满五年 唯一 精装修 自住 户型正气 全明房主自荐,500万,2室2厅 | 99.25平米 | 南 西 | 精装 | 中楼层(共7层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_gaSFfIkuQ_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修+南北两房+小区央座+采光好无遮挡,555万,3室1厅 | 89.11平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_i2GdVMO1e_1.jpg.296x216.jpg
20201223,浦东,北蔡,南北户型，一手动迁，近13地铁，12年电梯房,530万,2室2厅 | 84.28平米 | 南 | 毛坯 | 低楼层(共17层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JLRz3Tt4u_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁+全明户型精装修+近地铁+14年电梯房房主自荐,770万,3室2厅 | 113.28平米 | 南 | 精装 | 中楼层(共11层) | 2013年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YSezFBvto_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内+原始商品房+低楼层+一梯一户+满五唯一房主自荐,468万,2室1厅 | 79.93平米 | 南 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3MAt6fXxv_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，户型好，税费低。。。。房主自荐,505万,3室2厅 | 101.86平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_U2QP5VIbZ_1.jpg.296x216.jpg
20201223,浦东,北蔡,芳华路713弄 2室1厅 南 北新上,380万,2室1厅 | 69.09平米 | 南 北 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZubdA9QZA_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修，交通便利，看房方便，健身楼层,380万,2室1厅 | 73.92平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PMwiiph8s_1.jpg.296x216.jpg
20201223,浦东,北蔡,非顶楼+精装修+近龙阳路+钥匙房看房方便新上,320万,1室1厅 | 54.34平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6FcSkdLTG_1.jpg.296x216.jpg
20201223,浦东,北蔡,13号线低总价，满五年唯一税费少，房东诚意出售。,289万,2室1厅 | 63.05平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_5owSNc2k4_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内，近地铁，业主诚意出售。房主自荐,429万,2室1厅 | 74.36平米 | 南 | 简装 | 低楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Xu1M2cvvw_1.jpg.296x216.jpg
20201223,浦东,北蔡,枢纽地段单价5万  陆家嘴9公里  首付105万新上,300万,2室1厅 | 58.93平米 | 南 | 简装 | 低楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wwCGZPQTT_1.jpg.296x216.jpg
20201223,浦东,北蔡,复式实用面积大，精装+新风+地暖+净水，13号线下南站房主自荐,1020万,4室2厅 | 152平米 | 南 北 | 精装 | 高楼层(共7层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kVQRGV6gC_1.jpg.296x216.jpg
20201223,浦东,北蔡,一期高区景观泳池旁 舒适大平层 欢迎品鉴房主自荐,5250万,5室3厅 | 485.91平米 | 南 | 精装 | 高楼层(共18层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-9b98daaf-977c-4e43-b7f8-1f73c72f973a.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，精装修，采光好，可拎包入住，交通便捷！,259万,1室1厅 | 47.39平米 | 南 | 精装 | 高楼层(共5层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wvZGNWQkn_1.jpg.296x216.jpg
20201223,浦东,北蔡,采光天井，无增值税，看房方便，诚意出售,675万,2室1厅 | 85平米 | 南 北 | 简装 | 低楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jgmG0WnzC_1.jpg.296x216.jpg
20201223,浦东,北蔡,鹏海小区  2室1厅  双轨交汇,325万,2室1厅 | 58.97平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2xpfFHwu3_1.jpg.296x216.jpg
20201223,浦东,北蔡,花木街道+三开间朝南+户型正气+非顶楼+买进价高诚意售,515万,3室1厅 | 87.24平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LOsZR3A62_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年唯一昌未用 ，前后花园紧靠生态林，位置佳房主自荐,855万,2室2厅 | 98.24平米 | 南 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BQ2UAxSLE_1.jpg.296x216.jpg
20201223,浦东,北蔡,2005年商品房，双阳台，精装修，诚意出售房主自荐,488万,3室2厅 | 102.76平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_E16rlvpOl_1.jpg.296x216.jpg
20201223,浦东,北蔡,必看好房+人车分流小区+两房朝南+视野好+采光无遮挡,650万,2室1厅 | 77.15平米 | 南 | 精装 | 低楼层(共18层) | 2013年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_GXSSugz5z_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁口带40平花园，两卫大三房，位置采光好，诚意出售,870万,3室2厅 | 111.01平米 | 南 北 | 精装 | 低楼层(共4层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KTioJHuuj_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨地铁13/18号线  全明户型不靠马路非顶楼房主自荐,630万,3室2厅 | 115.21平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0npufPrLH_1.jpg.296x216.jpg
20201223,浦东,北蔡,2000年商品房小区+非顶楼+客厅带阳台,535万,2室1厅 | 91.86平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_igdV7QB4P_1.jpg.296x216.jpg
20201223,浦东,北蔡,顶楼复式 赏湖观景房 南北双阳台 带超大露台房主自荐,720万,4室2厅 | 81.9平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_z779djVY2_1.jpg.296x216.jpg
20201223,浦东,北蔡,南北通风格局+拎包入住两梯两户+满2年双地铁7号13号,1450万,3室2厅 | 141.67平米 | 南 | 精装 | 低楼层(共27层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_l64rRF0S6_1.jpg.296x216.jpg
20201223,浦东,北蔡,2002年商品房+飞机户型+地铁陈春站486米+南北通风,600万,3室2厅 | 104.34平米 | 南 | 毛坯 | 低楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3eHSmQ135_1.jpg.296x216.jpg
20201223,浦东,北蔡,04年小区+电梯房+一梯两户+满五唯一房主自荐,885万,4室2厅 | 148.97平米 | 南 北 | 精装 | 低楼层(共11层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SzOnf3hOd_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，免个税，精装修带地暖，花园+地下室有车位,950万,3室2厅 | 119.33平米 | 南 北 | 精装 | 低楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_i1h7aBwiS_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，南北大三房，近地铁，配套完善，业主诚意,830万,3室2厅 | 110.05平米 | 南 | 简装 | 低楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_raXRW7aV4_1.jpg.296x216.jpg
20201223,浦东,北蔡,大三房，有电梯，近地铁三轨交汇，CBD辐射区房主自荐,760万,3室2厅 | 124.08平米 | 南 | 简装 | 中楼层(共8层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lWUJEZXci_1.jpg.296x216.jpg
20201223,浦东,北蔡,房子满五唯一 西边套 全明户型 不靠马路 双地铁7/13号房主自荐,318万,2室1厅 | 55.58平米 | 西南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_T8VmOgX3t_1.jpg.296x216.jpg
20201223,浦东,北蔡,店长推荐：双轨地铁+小区央座+一手动迁房主自荐,370万,2室1厅 | 63.51平米 | 南 | 毛坯 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mTvaMa7hz_1.jpg.296x216.jpg
20201223,浦东,北蔡,房子是1梯2户的，房子靠芳华路近，看房子方便房主自荐,950万,5室2厅 | 120.71平米 | 北 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KHgsMa3V9_1.jpg.296x216.jpg
20201223,浦东,北蔡,电梯房近地铁，精装拎包入住，满五唯一无个税,760万,2室2厅 | 124.08平米 | 南 | 精装 | 高楼层(共8层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gn4LhQsSg_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房是三房，位置好，业主诚意出售,338万,3室1厅 | 78.03平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_50Og2mdCP_1.jpg.296x216.jpg
20201223,浦东,北蔡,100米地铁口到小区口 小区中间位置 次新房户型正房主自荐,375万,1室1厅 | 60.79平米 | 南 | 毛坯 | 低楼层(共11层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xJtJFVnxI_1.jpg.296x216.jpg
20201223,浦东,北蔡,景观房+采光好+精装修+户型正气+看房方便,440万,3室2厅 | 85.87平米 | 南 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_VrMKMX1ZW_1.jpg.296x216.jpg
20201223,浦东,北蔡,小区位置不靠路 近地铁 实用三居室 业主诚意房主自荐,460万,3室1厅 | 80.48平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PAxMzG9k7_1.jpg.296x216.jpg
20201223,浦东,北蔡,大华板块双层大复式，精装带大露台，附产权车位，昌邑,2250万,4室2厅 | 251.39平米 | 南 | 精装 | 高楼层(共18层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_r1W0rDtlG_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年唯一税费少，全南户型，小区人车分流近十三号线房主自荐,650万,2室2厅 | 77.13平米 | 南 | 精装 | 低楼层(共18层) | 2013年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_36smSWC3k_1.jpg.296x216.jpg
20201223,浦东,北蔡,商品房，满五唯一，小区环境好。,538万,2室2厅 | 87.52平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wWtR7WxQ0_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，一梯一户，全明边套，诚意出售。,456万,2室2厅 | 82平米 | 南 北 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_VmaB1NmZh_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁口300米，房龄新，中环内，南北通户型,730万,3室2厅 | 121.21平米 | 南 北 | 毛坯 | 低楼层(共17层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5aQffEdcW_1.jpg.296x216.jpg
20201223,浦东,北蔡,莲溪二村 3室1厅 南新上,500万,3室1厅 | 81.99平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_T4jU64O6k_1.jpg.296x216.jpg
20201223,浦东,北蔡,南北通格局，低楼层，配套设施齐全。,250万,1室1厅 | 37.1平米 | 南 | 精装 | 低楼层(共2层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lpSM9QHdw_1.jpg.296x216.jpg
20201223,浦东,北蔡,7号线锦绣站旁，客厅有窗，全明低价小两房，配套成熟,325万,2室1厅 | 52.06平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MRC83CaMd_1.jpg.296x216.jpg
20201223,浦东,北蔡,2003年，满五年唯一，一梯两户。房主自荐,405万,2室1厅 | 62.63平米 | 南 北 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1PDS8mbdV_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内，全明两房，双地铁，低税费,435万,2室1厅 | 67平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rNDNFJDv5_1.jpg.296x216.jpg
20201223,浦东,北蔡,动迁+满五唯一+一楼带阳光房+闹中取静+配套齐全,400万,1室1厅 | 54.16平米 | 南 | 简装 | 低楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HpWTyGWvd_1.jpg.296x216.jpg
20201223,浦东,北蔡,由由一村，带花园总价低，适合投Z或自住，看房随时房主自荐,210万,1室1厅 | 34.71平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_vARt49GoY_1.jpg.296x216.jpg
20201223,浦东,北蔡,内环旁精装复式税费少，多条铁轨相交，社区中间位置。,1150万,3室2厅 | 136.67平米 | 东南 | 精装 | 低楼层(共18层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Y9jpHg2G0_1.jpg.296x216.jpg
20201223,浦东,北蔡,昌邑.一手动迁，满五唯一，高楼层，南北通户型房主自荐,400万,2室1厅 | 77.28平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LqvsgIn7x_1.jpg.296x216.jpg
