20201223,静安,彭浦,格局好 楼层好 视野宽阔 采光充足 一手动迁必看好房,465万,2室1厅 | 81.32平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GJZzEZTn7_1.jpg.296x216.jpg
20201223,静安,彭浦,售后公房 正规一房一厅《满五唯一》,195万,1室1厅 | 45.37平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-087e08f4-abba-460a-aaab-d66de120a246.jpg.296x216.jpg
20201223,静安,彭浦,新静安区低总价近地铁诚意出售。,165万,1室0厅 | 35.54平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-f9fcc833-c08f-4c6e-90f2-384f38d01a34.jpg.296x216.jpg
20201223,静安,彭浦,新静安 一号线 通透全明 总价低 刚需客很适合,190万,1室0厅 | 37.49平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-0433c077-e06b-4442-a356-7d7b9091a255.jpg.296x216.jpg
20201223,静安,彭浦,彭一低总价一室户+低楼层+一号线+诚意出售,185万,1室1厅 | 34.35平米 | 南 | 简装 | 中楼层(共5层) | 1980年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5U3Xoduav_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修，近地铁，非顶楼，配套成熟，诚意出售,182万,1室0厅 | 37.84平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_37CCWvJD4.jpg.296x216.jpg
20201223,静安,彭浦,精装全配！多层得房率高！采光充足！拎包入住！,200万,1室1厅 | 44.6平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_P0THXsrt5_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，精装拎包入住，厨卫明，近地铁，配套齐全,185万,1室1厅 | 40平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_jxanqrNPH.jpg.296x216.jpg
20201223,静安,彭浦,全明户型 采光好 视野开阔 厨卫向北有窗，次顶,230万,2室0厅 | 44.83平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_IzCcfxx7x.jpg.296x216.jpg
20201223,静安,彭浦,成熟小区，出行便利，配套齐全， 双南两房，来看下房主自荐,210万,2室0厅 | 44.31平米 | 南 | 简装 | 高楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_9Fl88uhwN_1.jpg.296x216.jpg
20201223,静安,彭浦,房型正气+得房率高+采光无遮挡+产权清晰,173万,1室1厅 | 38.06平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_IjUn4N5Wl.jpg.296x216.jpg
20201223,静安,彭浦,楼层好，小区中间位置，不沿街。,220万,1室1厅 | 49.9平米 | 南 | 毛坯 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_WzENbCEAu_1.jpg.296x216.jpg
20201223,静安,彭浦,静安中环-近地铁-低楼层大2房-户型方正-诚意出售,318万,2室1厅 | 53.23平米 | 南 | 简装 | 低楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a219cd6a-fe16-4213-9d1b-c4640f581af2_1000.jpg.296x216.jpg
20201223,静安,彭浦,一楼一室户，近地铁，精装修，天井已搭,200万,1室1厅 | 36.02平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/04a00fab-0607-41f4-a5bb-6857e9c618e7_1000.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，满五唯一，采光好，美丽家园小区,190万,1室1厅 | 38.23平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0xcWLTQfE_1.jpg.296x216.jpg
20201223,静安,彭浦,1号线彭浦新村地铁站 带装修一居室 厨卫朝北 业主诚售房主自荐,179万,1室1厅 | 41.04平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_S0b2QIGZV.jpg.296x216.jpg
20201223,静安,彭浦,此房价格实在，房龄为1995-1997年，小区整洁干净。,187万,1室1厅 | 39.05平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_e8ubeF2nW_1.jpg.296x216.jpg
20201223,静安,彭浦,一室户 总价低 小区近地铁 好出租 也好转手卖掉,162万,1室0厅 | 30.03平米 | 南 | 精装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lZtVDyU7e_1.jpg.296x216.jpg
20201223,静安,彭浦,94年房龄，大面积一室一厅， 交通便利房主自荐,210万,1室1厅 | 49.91平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Req0CV4K0_1.jpg.296x216.jpg
20201223,静安,彭浦,楼层好+南北通透+小区有公园+环境好+产权清晰,310万,2室1厅 | 63.11平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MsEjILIAD_1.jpg.296x216.jpg
20201223,静安,彭浦,临地铁  主卧朝南 采光很好 精装修 房东急出售房主自荐,265万,2室1厅 | 52平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uNH2ZC05H_1.jpg.296x216.jpg
20201223,静安,彭浦,小区环境质量高，旁边有公园，采光没遮挡，小区安静房主自荐,165.9万,1室1厅 | 34.97平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d4MOvVpB3_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安区近地铁电梯房中间楼层全明户型诚意出售,336万,2室1厅 | 62.66平米 | 南 | 简装 | 中楼层(共13层) | 1994年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_5gI8Uh7iD.jpg.296x216.jpg
20201223,静安,彭浦,彭浦新村地铁站静安区全明户型非顶楼精装拎包入住,195万,1室1厅 | 41.1平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mZEahF1pS.jpg.296x216.jpg
20201223,静安,彭浦,兴泉小区，改建完毕，出入方便，五楼一房。,180万,1室1厅 | 39.05平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_moOykQgv3.jpg.296x216.jpg
20201223,静安,彭浦,紧靠地铁一号线和中环 小区中间位置 非顶楼 配套成熟,187万,1室1厅 | 40平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nbHl42yZc.jpg.296x216.jpg
20201223,静安,彭浦,一楼天井已搭好，精装修拎包入住，小区当中位置,215万,1室1厅 | 36.09平米 | 南 | 精装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PdLY3Zlj3_1.jpg.296x216.jpg
20201223,静安,彭浦,户型方正 一室一厅， 产权清晰，近地铁交通便利,208万,1室1厅 | 45.2平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7ngawor1Q.jpg.296x216.jpg
20201223,静安,彭浦,示范小区+临汾街道+非顶层+采光好+视野开阔,220万,1室1厅 | 43.96平米 | 南 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_V0dGeqKEg_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安 一室半 近地铁 采光楼层 居家装修 拎包入住房主自荐,238万,1室1厅 | 48.75平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Y2e3dHI9p.jpg.296x216.jpg
20201223,静安,彭浦,满五年 无抵押 无贷款 房东诚意出售房主自荐,198万,1室1厅 | 45.03平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dB0U6osoQ.jpg.296x216.jpg
20201223,静安,彭浦,95年房龄 中间楼层 配套齐全 业主诚意出售 看房方便,188万,1室0厅 | 37.35平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gP1IRZPG8_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，主卧朝南，厨卫朝东，户型很方正，采光佳,210万,1室1厅 | 40.43平米 | 南 | 简装 | 高楼层(共7层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tPln3fYFk_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼 边套全明两房 满五唯一  诚意卖房 看房随时房主自荐,240万,2室0厅 | 48.93平米 | 南 西 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7sPu39Mg0_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修近地铁诚意出售，拎包入住,242.8万,2室0厅 | 46.71平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_57rVFFk6a_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁1号线 精装修南北两房拎包入住房主自荐,270万,2室0厅 | 49.1平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oTyaM8gBC_1.jpg.296x216.jpg
20201223,静安,彭浦,次顶楼+满五唯一+诚意出售+看房方便房主自荐,172万,1室1厅 | 34.71平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Qwzwxp2Q3_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一 非顶楼 小区环境好 房东诚售房主自荐,175万,1室1厅 | 37.47平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QZphjOmDM_1.jpg.296x216.jpg
20201223,静安,彭浦,紧靠一号线和中环 95年房龄 一梯三户 户型全明,205万,1室1厅 | 41.26平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jeKBRgtUf_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区全明一室户，次顶楼，满五唯一，方便看房,179万,1室1厅 | 35.8平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_s5bLcMzlJ_1.jpg.296x216.jpg
20201223,静安,彭浦,共康四村 ，一房一厅，五楼一房，进出方便,178万,1室1厅 | 37.23平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UUhNQYB2r_1.jpg.296x216.jpg
20201223,静安,彭浦,正规一室户 南北通风采光好，中间楼层适合各阶段人群,197万,1室1厅 | 40.42平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ii9xLlS04_1.jpg.296x216.jpg
20201223,静安,彭浦,保平小区 1室1厅 南,210万,1室1厅 | 34.13平米 | 南 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_O51rVxvHa_1.jpg.296x216.jpg
20201223,静安,彭浦,近一号线地铁 满五唯一 出行方便,208万,1室0厅 | 40.2平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0Wip5oCob_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区+精装修拎包入住，总价低 ，产权清晰总价低房主自荐,203万,1室1厅 | 34.71平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JDeO1zKFi_1.jpg.296x216.jpg
20201223,静安,彭浦,正气户型南北两房一厅，装修好，看房方便,345万,2室1厅 | 68.67平米 | 南 | 精装 | 低楼层(共13层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_06IT3WWuO_1.jpg.296x216.jpg
20201223,静安,彭浦,彭浦新村双南两房，满五唯一，环境优美，看房约维护人房主自荐,275万,2室1厅 | 53.82平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GEWhhhQIu_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区+南北全明户型，产权清晰，近地铁，采光充足,245万,2室1厅 | 50.57平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_M5zHPqNyL.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼，位置安静，一房一厅，公园旁，简装，宜居小区,169万,1室1厅 | 36.36平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2HSnf0GX1.jpg.296x216.jpg
20201223,静安,彭浦,次顶楼，精装双南全明户型，采光通风好,250万,2室1厅 | 47.49平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kGwvA105E.jpg.296x216.jpg
20201223,静安,彭浦,新静安区，厨卫全明，中间4楼，示范小区,230万,1室1厅 | 40.59平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BoCixprGe_1.jpg.296x216.jpg
20201223,静安,彭浦,两年精装修 满五唯一 诚意售房房主自荐,246万,2室1厅 | 43.34平米 | 南 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sKbTGUdE8_1.jpg.296x216.jpg
20201223,静安,彭浦,次顶楼 小区安静 美丽家园改造 看房方便房主自荐,205万,1室1厅 | 43.13平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BikzEGGSA_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，总价低，诚意出售，个税0房主自荐,172万,1室1厅 | 33.81平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e2d2e131-b79f-4d4d-a3c5-f9ca717f8274_1000.jpg.296x216.jpg
20201223,静安,彭浦,一梯五户，朝南一房，有装修，格局好。总价低,168万,1室0厅 | 38.44平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0021f168-dcf2-449b-9617-4e1485b11ff7_1000.jpg.296x216.jpg
20201223,静安,彭浦,南北两房 户型方正 全明户型 采光好 诚心出售看房方便房主自荐,248万,2室0厅 | 50.21平米 | 南 北 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JfsEP7gmD_1.jpg.296x216.jpg
20201223,静安,彭浦,低楼层，全明户型，视野宽阔，近地铁房主自荐,220万,1室1厅 | 45.12平米 | 南 | 简装 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MAuW6GrK6_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一+采光好+产权清晰+诚心出售,170万,1室1厅 | 38.23平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CEEAEUK0K.jpg.296x216.jpg
20201223,静安,彭浦,汾西小区+南北全明+中间楼层+视野开阔+精装修房主自荐,258万,2室1厅 | 49.03平米 | 南 | 精装 | 中楼层(共4层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jT0wYyFZu.jpg.296x216.jpg
20201223,静安,彭浦,1号线+近中环+双天井+采光充足可做阳光房+满五唯一,390万,2室1厅 | 74.6平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8ZCSnITi1_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼，四季公园旁边 享受天然氧吧 看房方便,190万,1室1厅 | 37.68平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YvOTiSeL9_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一+高层采光+小区中间+产权清晰+业主急售房主自荐,171万,1室1厅 | 37.08平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7jYqBGnNn.jpg.296x216.jpg
20201223,静安,彭浦,天井已搭，装修两年，采光挺好，满五唯一，近地铁,228万,1室1厅 | 38.18平米 | 南 | 简装 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nnJ3QZylW_1.jpg.296x216.jpg
20201223,静安,彭浦,小户型，近地铁 ，小区环境好，业主诚意出房主自荐,180万,1室1厅 | 38平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3d05b807-a577-43cd-a820-bb3d960a1702_1000.jpg.296x216.jpg
20201223,静安,彭浦,近地铁，大一房，业主诚心卖房，看房方便房主自荐,208万,1室1厅 | 44.64平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wpR7DSD6p_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，一梯两户，精装修，拎包入住,216万,1室1厅 | 42.56平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ikPAFiutP.jpg.296x216.jpg
20201223,静安,彭浦,近内环，低楼层，精装一居室，拎包入住，公园里的家,235万,1室1厅 | 45.43平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7umEsu0ld.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，视野开阔，前面没有遮挡，生活方便,202万,2室0厅 | 39.83平米 | 南 北 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ooc62CznW.jpg.296x216.jpg
20201223,静安,彭浦,高区采光佳，南北通户型，一梯两户满五唯一无个税,260万,2室0厅 | 56.13平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4o8ZXq7KX_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁，满五唯一，南北通透，全明格局，采光好房主自荐,202万,1室1厅 | 41.4平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_37PieOFb3_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，南北两房格局，高层，采光充足房主自荐,286万,2室0厅 | 55.06平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xpWY3ygC5_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安 近地铁 一室户 总价低 配套成熟房主自荐,170万,1室1厅 | 37.96平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QLc175GL1_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，好停车，不临马路，1公里3公园，居住舒适,295万,2室1厅 | 55.08平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ul8fKafD5_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安+全明南北两房+小区环境上佳+小区有幼儿园,275万,2室1厅 | 52.85平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2pAOWxanE_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼 一房一厅  全明户型  置换诚意出售 位置安静房主自荐,172万,1室1厅 | 36.36平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W0EnOnuBI_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修 南北2房，采光好，近地铁， 满五唯一 税费少,240万,2室1厅 | 50.57平米 | 南 | 精装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b4y9yAhWj_1.jpg.296x216.jpg
20201223,静安,彭浦,两房一厅+南北通电梯房+东边套+无抵押贷款+产权清晰,355万,2室1厅 | 70平米 | 南 北 | 简装 | 低楼层(共14层) | 1991年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_HAEJ1zTkj_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼，一房一厅，南北通，无抵押无贷款，房东诚心,219万,1室1厅 | 46.57平米 | 南 北 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Y490mPxRc_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修近地铁诚意出售，拎包入住房主自荐,235万,2室0厅 | 44.8平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_M9duurp5y_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区低楼层精装修带天井一房一厅诚意出售,250万,1室1厅 | 46.5平米 | 南 | 精装 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eUhiWNmYM_1.jpg.296x216.jpg
20201223,静安,彭浦,有阁楼可以居住+边套全明视野佳+产权清晰业主诚心卖,250万,1室1厅 | 44.06平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HWA4lVWZ7_1.jpg.296x216.jpg
20201223,静安,彭浦,新精装修两年+中间楼层+南北通透全明两房,248万,2室0厅 | 45平米 | 南 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xJzvFeMsu_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区彭浦新村地铁站低总价小一房价格美丽房主自荐,170万,1室0厅 | 34.25平米 | 南 | 毛坯 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UBaoUnK9T_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，现代风格精装修，中间楼层，看房联系维护人房主自荐,238万,2室0厅 | 43.34平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LRYrI2ABC_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，一楼带天井，诚心售，看房联系维护人,210万,1室1厅 | 40平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rblATaRbm_1.jpg.296x216.jpg
20201223,静安,彭浦,总价低，一室一厅，户型方正，精装修房主自荐,168万,1室1厅 | 36.36平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pQFrtYA8p_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区近地铁精装修双南两房诚意出售房主自荐,264万,2室1厅 | 58.58平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uNHQhCV3b_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁+配套齐全+近地铁+热门户型+拎包入住房主自荐,180万,1室1厅 | 35.35平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8iJwsrHZl.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户，满五唯一，诚意出售，房东只要全款客户！,199万,1室0厅 | 41.64平米 | 南 | 毛坯 | 中楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-da21e952-11df-4b5d-b355-9d19ce32d543.jpg.296x216.jpg
20201223,静安,彭浦,小区近地铁  满五唯一 非顶楼 钥匙房，诚意出售,210万,1室1厅 | 45.12平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c3fff5dd-5781-447b-8af0-8b25c7f5d885.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，总价单价低南北通，厨卫全明，看房有钥匙房主自荐,175万,1室1厅 | 42.07平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bbNvhkDsV_1.jpg.296x216.jpg
20201223,静安,彭浦,平顺小区 1室0厅 南新上,215万,1室0厅 | 42.07平米 | 南 | 其他 | 中楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_q96fquCRM_1.jpg.296x216.jpg
20201223,静安,彭浦,低楼层两房，无抵押无贷款满五，带天井,290万,2室1厅 | 56.77平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_tvG6dR3ny_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安 小区环境好 全明户型 近地铁房主自荐,218万,1室1厅 | 48.75平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-ced78088-d97b-4ee1-97a7-e2ee238b6473.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，一房一厅精装拎包入住，居家自住。,185万,1室1厅 | 42.29平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FZgXVhhDS_1.jpg.296x216.jpg
20201223,静安,彭浦,一楼全明，地铁一号线，不靠马路，产权清晰，诚意出售房主自荐,170万,1室1厅 | 33.85平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_H0i06MHXR.jpg.296x216.jpg
20201223,静安,彭浦,视野开阔，采光充足，户型比较好，产权清晰，诚意出售,185万,1室0厅 | 34.45平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qXJ4NlAyR_1.jpg.296x216.jpg
20201223,静安,彭浦,边套全明 布局合理 视野好 采光好 楼层好 交通便利。房主自荐,215万,1室1厅 | 44平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FnjZK3rCV_1.jpg.296x216.jpg
20201223,静安,彭浦,精装南北一房+户型方正+采光好+诚心出售+看房方便,178万,1室1厅 | 35.52平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0jNGA9ezj_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，楼层好，视野宽阔，采光好,235万,1室1厅 | 45.12平米 | 南 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QoJjra4Sp.jpg.296x216.jpg
20201223,静安,彭浦,静安区临汾路1231弄边套1房,190万,1室1厅 | 43.29平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-5c45dc2b-19a5-42d4-8418-ac3f3e490248.png.296x216.jpg
