20201223,浦东,川沙,妙栏小区两房出售中间楼层有钥匙看房方便必看好房,320万,2室1厅 | 73.39平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pMpUiZ3Pp_1.jpg.296x216.jpg
20201223,浦东,川沙,东都小区 观澜小户型 高楼层 视野采光好,215万,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共6层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8171c4f6-9e1c-452e-8041-09a7c6fadd61_1000.jpg.296x216.jpg
20201223,浦东,川沙,精装两房朝南 拎包入住 采光充足 视野开阔 中间楼层,237万,2室1厅 | 63.98平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c293f65a-c6ea-4c54-ae6c-80271fbea291_1000.jpg.296x216.jpg
20201223,浦东,川沙,阳光城愉景湾次新电梯房  人车分流  高档小区有车位,355万,2室1厅 | 69平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,http://image1.ljcdn.com/110000-inspection/78f765df-d9f9-4561-ac7c-e4dad03e5059_1000.jpg.296x216.jpg
20201223,浦东,川沙,观澜，满五唯一，全明户型，观景楼层，诚意出售,280万,2室1厅 | 72.4平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GYlfxK2Qs_1.jpg.296x216.jpg
20201223,浦东,川沙,近地铁，交通便利，客厅卧室均有明窗，低楼层一手动迁,376万,2室2厅 | 82.44平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a8e15aee-912d-41d4-98dc-8c3d4a4d3001_1000.jpg.296x216.jpg
20201223,浦东,川沙,业主诚意出售，楼层好，装修好，小区位置好,交通便利,178万,2室1厅 | 48.27平米 | 南 北 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/d1df90a9-b970-4ec2-a00b-74953c1f7266_1000.jpg.296x216.jpg
20201223,浦东,川沙,观澜+可谈价+双南两房+中间楼层+前排临河+看房随时房主自荐,235万,2室1厅 | 65.41平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-117a562a-23e1-499b-8e4f-1853f776f38d.jpg.296x216.jpg
20201223,浦东,川沙,小户型，楼层好，近地铁，居住环境适宜。,160万,1室1厅 | 38.2平米 | 南 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kxTsk8fMA_1.jpg.296x216.jpg
20201223,浦东,川沙,江镇百欣苑小区，精装两房出售!房主自荐,205万,2室2厅 | 75.19平米 | 南 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-5099bc75-98c8-4ad3-b984-0fad8e88fb7b.jpg.296x216.jpg
20201223,浦东,川沙,原1房户型，新德路交通、生活方便 ，看房联系维护人,158万,1室1厅 | 46平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-16ade110-cae5-4c89-af81-086b8ccff4ce.jpg.296x216.jpg
20201223,浦东,川沙,满五唯一，税费少，楼层适宜，坐北朝南，采光好。,195万,2室1厅 | 75平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b95c909e-719d-4b55-bd2a-2a9fdb92fcb3_1000.jpg.296x216.jpg
20201223,浦东,川沙,盛泰家园一室一厅诚心出售，欢迎关注,155万,1室1厅 | 58平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/99e60253-248b-4911-be53-b522c648d245_1000.jpg.296x216.jpg
20201223,浦东,川沙,满5不唯一 两房朝南 位置好 楼层好,214万,2室1厅 | 60.71平米 | 南 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bSARSFfng_1.jpg.296x216.jpg
20201223,浦东,川沙,精装修+小区央座+采光充足+视野宽阔+产权清晰,305万,2室2厅 | 91.5平米 | 南 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LHkGXuHUk_1.jpg.296x216.jpg
20201223,浦东,川沙,东都小区，采光好小户型，总价低，税费少，交通方便房主自荐,180万,2室1厅 | 47.9平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f94be097-9113-4c4f-8d87-4f6e4cf4afff_1000.jpg.296x216.jpg
20201223,浦东,川沙,方正户型 两房朝南 简装观澜可直接拎包入住！房主自荐,220万,2室1厅 | 55平米 | 南 | 精装 | 高楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6eecc683-561e-4cb2-ad54-d2c1afda8895_1000.jpg.296x216.jpg
20201223,浦东,川沙,房子是精装修的，可以直接入住，二手买进，满两年。,232万,2室2厅 | 83.21平米 | 南 | 简装 | 低楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/173dd2a7-df18-40d1-96e0-3db5a9a0def3_1000.jpg.296x216.jpg
20201223,浦东,川沙,观澜+五三，2号线旁，看房随时，一楼带20平院子房主自荐,200万,2室1厅 | 51.96平米 | 南 | 简装 | 低楼层(共5层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b87160bd-5655-455c-84a2-3e697d63723a_1000.jpg.296x216.jpg
20201223,浦东,川沙,精装修近地铁小两房 生活方便 房型通透房主自荐,288万,2室1厅 | 67.09平米 | 南 北 | 精装 | 高楼层(共5层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6Y7z73aCN_1.jpg.296x216.jpg
20201223,浦东,川沙,15年的电梯次新房小户型，自住精装修，可拎包入住,245万,1室1厅 | 57.67平米 | 南 | 简装 | 低楼层(共15层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_64aP0uFmC_1.jpg.296x216.jpg
20201223,浦东,川沙,业主诚意出售,楼层好，装修好,小区位置好,交通便利,195万,2室1厅 | 47.2平米 | 南 | 精装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/59b06779-cda8-487a-950e-b426acbd5171_1000.jpg.296x216.jpg
20201223,浦东,川沙,房型格局合理，中高楼层，采光好，视野开阔，总价低。房主自荐,145万,1室1厅 | 55.22平米 | 南 | 简装 | 中楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c496d203-c89f-4e99-bb4b-dae9a2f96d84_1000.jpg.296x216.jpg
20201223,浦东,川沙,江绣苑2014年小区 户型方正 一手动迁税费少 诚售房主自荐,180万,1室1厅 | 61.11平米 | 南 | 毛坯 | 低楼层(共6层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5QoBEzl9X_1.jpg.296x216.jpg
20201223,浦东,川沙,地铁700米 菜市场，医院，公园都在范围内 精装一年多,265万,2室2厅 | 70平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8ee2916a-f45d-49e1-8f8e-756f6033c270_1000.jpg.296x216.jpg
20201223,浦东,川沙,2010年电梯商品房，满五唯一税费少，毛坯房房主自荐,405万,3室2厅 | 129.12平米 | 南 | 毛坯 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_krIsnQRxx_1.jpg.296x216.jpg
20201223,浦东,川沙,满五唯一，刚需两房，高户型好，采光好，楼层敞亮房主自荐,240万,2室2厅 | 74平米 | 南 | 精装 | 中楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KPNyRRhgF_1.jpg.296x216.jpg
20201223,浦东,川沙,临河位置，采光无限好，南北通双阳台，看房有钥匙方便房主自荐,300万,3室2厅 | 112.6平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LpLhmBZib_1.jpg.296x216.jpg
20201223,浦东,川沙,毛坯装修刚需两房，朝南户型采光好房主自荐,250万,2室2厅 | 84.74平米 | 南 | 毛坯 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zKd0vjw1s_1.jpg.296x216.jpg
20201223,浦东,川沙,小两房，精装修，近地铁，配套完善，适合刚需,190万,2室1厅 | 42.32平米 | 南 | 精装 | 低楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_ioVABohA4_1.jpg.296x216.jpg
20201223,浦东,川沙,06年 电梯 商品房  满五唯一 精装 诚心出售 顶楼复式,310万,2室1厅 | 78.8平米 | 南 | 精装 | 高楼层(共11层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-4b00ad8e-0ac7-49a5-8b9a-fbc3db4c24d6.jpg.296x216.jpg
20201223,浦东,川沙,小区是12年的动迁房，交通方便，高楼层，中等装修的新上,510万,3室2厅 | 98.86平米 | 南 | 简装 | 高楼层(共15层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LezgNwp3O_1.jpg.296x216.jpg
20201223,浦东,川沙,观澜，五三， 总价低，满五唯一税费少，全明户型房主自荐,228万,2室1厅 | 62.75平米 | 西南 | 精装 | 高楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NcUwY2bYJ_1.jpg.296x216.jpg
20201223,浦东,川沙,本房小区位置好， 户型方正又通透 低楼层房主自荐,220万,1室1厅 | 51.97平米 | 南 | 简装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_A1aIynnIv_1.jpg.296x216.jpg
20201223,浦东,川沙,楼层好，简装修，近地铁，总价低全明户型,245万,2室1厅 | 60.67平米 | 南 | 简装 | 中楼层(共5层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bQN2nST25_1.jpg.296x216.jpg
20201223,浦东,川沙,满五唯一，南北通风好，低楼层前面无遮挡，业主诚意房主自荐,370万,2室2厅 | 83.03平米 | 南 | 精装 | 低楼层(共6层) | 2007年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-56a9fec0-52c4-4613-841c-d7d7204be5d1.jpg.296x216.jpg
20201223,浦东,川沙,阳光城愉景湾   人车分流高档小区  随时签字房主自荐,350万,2室2厅 | 69.4平米 | 南 北 | 精装 | 低楼层(共20层) | 2015年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-9e7a9042-ac20-4d22-9d72-13e76afd2b7b.jpg.296x216.jpg
20201223,浦东,川沙,楼层好，视野开阔，采光充足，房型正气的四房房主自荐,286万,4室2厅 | 108.97平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c9c5c19c-5a31-4983-a940-8187197ea7cb_1000.jpg.296x216.jpg
20201223,浦东,川沙,观澜 五三 带天井 配套齐全 业主置换急售,257万,3室1厅 | 62.68平米 | 南 | 简装 | 低楼层(共5层) | 1980年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-564e0870-c79c-4305-bf2a-dbd3244fe013.jpg.296x216.jpg
20201223,浦东,川沙,总价超低 精装修一室户   直接拎包入住  房东诚心出售房主自荐,180万,1室1厅 | 42.43平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_91TJryV8e_1.jpg.296x216.jpg
20201223,浦东,川沙,09年商品房 5楼复6楼 使用面积200平，无个税 近地铁房主自荐,698万,3室2厅 | 126.92平米 | 南 | 精装 | 高楼层(共5层) | 2009年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7ab6b8fe-4b4f-4687-8c3d-38b63d499263.jpg.296x216.jpg
20201223,浦东,川沙,1楼带院子，满5年 唯一 南北通，双阳台，小区中间房主自荐,510万,3室2厅 | 122.32平米 | 南 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-8a10f28b-182d-47a7-b60d-e562e583c211.jpg.296x216.jpg
20201223,浦东,川沙,满二年+小区中间+精装修+配套齐全+业主诚售房主自荐,163万,1室1厅 | 37.98平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-60af1bbb-35dc-4e3f-9c70-28eb3f42eb1f.jpg.296x216.jpg
20201223,浦东,川沙,立诚苑，02年商品房，使用面积大，环境优美，看房预约,510万,2室2厅 | 118.15平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-8da1a01d-936d-4709-b35f-70e470b6134d.jpg.296x216.jpg
20201223,浦东,川沙,此房大三房，毛坯随意装修，高楼层采光好，视野好房主自荐,285万,3室2厅 | 112.51平米 | 南 | 毛坯 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/27c5d238-23c4-427c-bb1c-6b5f1c71e410_1000.jpg.296x216.jpg
20201223,浦东,川沙,阳光城愉景湾，川沙品质小区，现业主诚意出售,670万,3室2厅 | 111平米 | 南 | 精装 | 低楼层(共20层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tPz4AEG1u_1.jpg.296x216.jpg
20201223,浦东,川沙,南北通，采光充足，配套成熟，房型正气，视野开阔。房主自荐,205万,2室1厅 | 76.11平米 | 南 | 简装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kk7wyuEIH_1.jpg.296x216.jpg
20201223,浦东,川沙,精装自住三房两卫，楼层敞亮，采光好房主自荐,360万,3室2厅 | 110.91平米 | 南 | 精装 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-a0aa53c3-b8ed-4cc2-ad42-7e13ff832ef6.png.296x216.jpg
20201223,浦东,川沙,别墅上叠，买入价格高，增值税少，满两年房主自荐,715万,4室2厅 | 188平米 | 南 | 简装 | 上叠(共4层)  | 暂无数据 | 叠拼别墅,http://image1.ljcdn.com/110000-inspection/pc1_rOTKsWGmf_1.jpg.296x216.jpg
20201223,浦东,川沙,1999年大两房+采光好+方便停车+交通便利、配套成熟,279.8万,2室2厅 | 90.96平米 | 南 | 其他 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-591fabb3-a991-4b79-81d3-3f7677504cb1.jpg.296x216.jpg
20201223,浦东,川沙,满五唯一，0税费，舒适一房，小区中间位置。,210万,2室1厅 | 58.74平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TshbC0HAc_1.jpg.296x216.jpg
20201223,浦东,川沙,此房满五唯一、6复7、配套齐全、交通便利房主自荐,370万,5室2厅 | 107.81平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-764ca37a-66e8-4b8f-9975-a75f564378a1.jpg.296x216.jpg
20201223,浦东,川沙,本房低楼层，精装修，品牌家具家电，位置好，诚心卖房主自荐,242万,2室2厅 | 77.41平米 | 南 | 精装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_J9hSts3YI_1.jpg.296x216.jpg
20201223,浦东,川沙,次新小区简单装修，一手动迁交通便利，配套齐全房主自荐,230万,2室2厅 | 83平米 | 南 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0ddd8f71-4d53-4fa9-9f84-f5761cd33880_1000.jpg.296x216.jpg
20201223,浦东,川沙,观澜，低总价，采光充足，交通便利，诚意出售,219万,3室1厅 | 59平米 | 南 | 简装 | 高楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Tg4Bg96id_1.jpg.296x216.jpg
20201223,浦东,川沙,此新小区，高楼层带阁楼，户型正，采光足房主自荐,225万,2室2厅 | 83.31平米 | 南 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ESnQZKfGT_1.jpg.296x216.jpg
20201223,浦东,川沙,凯佳唯一一套中间楼层 采光好 户型好 精装修带地暖房主自荐,1000万,3室2厅 | 145平米 | 南 北 | 精装 | 中楼层(共13层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3d287dcd-abf8-4191-bbae-ac68ca217fe2_1000.jpg.296x216.jpg
20201223,浦东,川沙,双南一北户型，南北通  房型方正，配套完备,468万,3室2厅 | 90平米 | 南 | 精装 | 低楼层(共20层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_L28FXh6PB_1.jpg.296x216.jpg
20201223,浦东,川沙,观澜，低总价，实用面积大，交通便利，诚意出售房主自荐,248万,2室1厅 | 62.27平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_F40bX42hM_1.jpg.296x216.jpg
20201223,浦东,川沙,户型南北通 采光效果好 近2号线房主自荐,680万,3室2厅 | 111平米 | 南 | 精装 | 中楼层(共20层) | 2014年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c7b2884a-bc3c-4c54-a757-72c9b63cdba0.jpg.296x216.jpg
20201223,浦东,川沙,此房满五，观景楼层，户型全明且两房朝南，客厅有东窗,220万,2室1厅 | 65.55平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/fc1a4d76-09a6-4f1e-986d-28d2670636b1_1000.jpg.296x216.jpg
20201223,浦东,川沙,绿海家园 2室1厅 南,230万,2室1厅 | 63.77平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qVEk2LA9w_1.jpg.296x216.jpg
20201223,浦东,川沙,天河湖滨景观高层房，夕阳，朝阳新上,330万,2室2厅 | 93.12平米 | 南 | 精装 | 高楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BFoj33hmX_1.jpg.296x216.jpg
20201223,浦东,川沙,钻石三楼，南北户型，板正阔气，室内全明,640万,3室2厅 | 138.78平米 | 南 | 其他 | 中楼层(共4层) | 2000年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20171016/c8622c53-72f3-4848-ab67-6e12573a2b12.jpg.296x216.jpg
20201223,浦东,川沙,满五年+小区央座+简单装修+配套齐全+业主诚售+近地铁房主自荐,247万,2室1厅 | 64.39平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20161002/b5fb527b-5e3e-4af8-adfa-6210a6e81156.jpg.296x216.jpg
20201223,浦东,川沙,品质小区，绿化好，附带地下室，采光好，纯毛坯好装修,820万,4室2厅 | 209.33平米 | 南 | 毛坯 | 低楼层(共13层) | 2015年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170723/1ce6a0f4-8256-41f8-8e3b-2b0e3b3f4011.jpg.296x216.jpg
20201223,浦东,川沙,近华夏东路地铁2号口 大面积宽敞明亮 楼层好,499万,3室2厅 | 135.55平米 | 南 | 精装 | 中楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170407/05a60be8-33e0-4df0-a83d-582a55caf394.jpg.296x216.jpg
20201223,浦东,川沙,界龙花苑 完善的配套设施 采光好 房东诚意出售,385万,2室1厅 | 78.73平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload502026c8-60c9-407e-937e-1cd9d15e5d6a.jpg.296x216.jpg
20201223,浦东,川沙,大联排，高品质，总高三层，楼栋宽，位置好,1000万,5室3厅 | 205.3平米 | 南 | 毛坯 | 3层 | 2010年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/310000-inspection/10462417-1d45-4908-9111-15b54419a55d.jpg.296x216.jpg
20201223,浦东,川沙,川沙 凯佳公寓  单价低 配套好,850万,7室2厅 | 261.13平米 | 南 | 简装 | 低楼层(共11层) | 2015年建 | 板楼,http://image1.ljcdn.com/310000-inspection/40241be0-1e39-4b41-acc4-abdf2b82c0f4.jpg.296x216.jpg
20201223,浦东,川沙,绿海顶楼复式  南北双阳台  中位置 诚心出售房主自荐,495万,6室2厅 | 174.74平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/56c86bc2815f04ea6b4b896d42ce0254-022.jpg.296x216.jpg
20201223,浦东,川沙,业主自住装修 满五唯一 大三房 三开间朝南 户型方正房主自荐,465万,3室2厅 | 118.02平米 | 南 北 | 精装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20160924/ecac6792-2982-4f5a-9650-b6c6158adb6c.jpg.296x216.jpg
20201223,浦东,川沙,联排别墅，毛坯装修，空间大，小区中间位置,1318万,5室2厅 | 277平米 | 南 | 毛坯 | 4层 | 2013年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/310000-inspection/3ebf4b60-5220-4169-a4fe-2030230659a0.jpg.296x216.jpg
20201223,浦东,川沙,水景豪园电梯复式采光好南北通户型业主置换精装修,810万,3室5厅 | 216平米 | 南 北 | 精装 | 高楼层(共11层) | 2003年建 | 板楼,http://image1.ljcdn.com/310000-inspection/c446d1cf-783e-4352-a5b3-1b5bc54d8588.jpg.296x216.jpg
20201223,浦东,川沙,金钟苑2001年竣工的商品房，中间楼层，户型好采光好,499万,3室2厅 | 143.35平米 | 南 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170428/2ab02bd3-b649-4394-b3ca-a7ffa53f450c.jpg.296x216.jpg
20201223,浦东,川沙,户型正气，得房率高，交通便利，主卧带阳台,450万,4室2厅 | 164.04平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a8bb6379-4934-484f-83f2-920a63eff558.jpg.296x216.jpg
20201223,浦东,川沙,联排别墅，自住精装拎包住，199.98平，楼栋位置好房主自荐,960万,4室2厅 | 199.98平米 | 南 | 精装 | 3层 | 2000年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/310000-inspection/922f33cc-db06-4031-a143-e178a6dde54f.jpg.296x216.jpg
20201223,浦东,川沙,华夏金桂苑联排别墅，自住装修，楼栋位置好房主自荐,980万,5室2厅 | 199.98平米 | 南 | 精装 | 3层 | 2000年建 | 板楼 | 联排别墅,http://image1.ljcdn.com/310000-inspection/ae99f65d-585f-4a0a-842c-74c1f14a7ff4.jpg.296x216.jpg
20201223,浦东,川沙,04年商品房 满五唯一 复式户型 南北大露台 装修好房主自荐,550万,6室2厅 | 197平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/310000-inspection/d9f5f59d-638f-4fc2-b5df-5ece15b51120.jpg.296x216.jpg
20201223,浦东,川沙,华夏西校大3房南北通透，精装修，采光充足，视野开阔,405万,3室2厅 | 129.6平米 | 南 北 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170529/04497949-dcc1-401c-a208-c305f93d7503.jpg.296x216.jpg
20201223,浦东,川沙,小户型，总价低，楼层适中，采光充足，南北通户型。新上,136万,1室1厅 | 48.79平米 | 南 北 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/286536a9-938f-444a-b233-0ba152eb9afc.png.296x216.jpg
20201223,浦东,川沙,妙龙小区 2室1厅 南 北新上,350万,2室1厅 | 73.3平米 | 南 北 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,川沙,07年珠光苑顶层带阁楼，临河景观位置地铁100米,620万,3室2厅 | 122.04平米 | 南 | 简装 | 高楼层(共6层) | 2007年建 | 板楼,http://image1.ljcdn.com/310000-inspection/63bd1b38-e13a-4392-91ba-c51e110d3442.jpg.296x216.jpg
20201223,浦东,川沙,此房一手动迁，采光好，视野佳，房龄新,360万,2室2厅 | 77.52平米 | 南 | 简装 | 高楼层(共12层) | 2015年建 | 板楼,
20201223,浦东,川沙,配套完善，满五唯一，交通方便，两房朝南.看房随时约房主自荐,315万,2室1厅 | 83.28平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/2ec44bb0-1218-4a75-a353-c00014bb6f5a.jpg.296x216.jpg
20201223,浦东,川沙,高区+单总价双低+景观楼层视野开阔+电梯房+诚意出售房主自荐,255万,2室1厅 | 88.23平米 | 南 北 | 简装 | 高楼层(共18层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/d85d4a5efdc7b634522aacb906b271f7-000.jpg.296x216.jpg
20201223,浦东,川沙,宜居楼层 观 澜 精装修 采光通风好新上,195万,1室1厅 | 49.58平米 | 南 | 精装 | 中楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/974ac87cb629e0459bcf3330c6451f8e-037.jpg.296x216.jpg
20201223,浦东,川沙,宜居楼层 精装修 采光通风好 近地铁房主自荐,180万,1室1厅 | 44.35平米 | 南 | 精装 | 中楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0e8402b7a9eebb007487722fda6cd20e-088.jpg.296x216.jpg
20201223,浦东,川沙,观澜 2号线 中间楼层 满五唯一税费低 业主急售房主自荐,180万,2室1厅 | 36.82平米 | 南 | 简装 | 中楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a41edbe2428335abafaeda052c791b62-021.jpg.296x216.jpg
20201223,浦东,川沙,随时可以看房，业主诚心出售，交通方便，配套齐全新上,320万,3室1厅 | 93平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,川沙,此房双楠全明户型  带院子   户型方正  业主诚心出售新上,280万,2室1厅 | 75.32平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/254a038c-ef98-43b9-adad-40e219d33107.png.296x216.jpg
20201223,浦东,川沙,一手动迁，大两房，钻石楼层，全明户型诚意出售。新上,380万,2室2厅 | 82.34平米 | 北 南 | 简装 | 中楼层(共6层) | 2016年建 | 板楼,
20201223,浦东,川沙,06年商品房 精装修 满五唯一 位置好 南北通 随时看房新上,390万,2室2厅 | 92.89平米 | 南 | 精装 | 中楼层(共11层) | 2006年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/0911a71c-7aad-4638-80fa-a7f76c6a3f5a.png.296x216.jpg
20201223,浦东,川沙,凯佳公寓二期 3室2厅 南新上,955万,3室2厅 | 154平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/23d7c626-fa09-4040-a649-1a7e87138f51.png.296x216.jpg
20201223,浦东,川沙,绿海家园 2室2厅 南 北新上,430万,2室2厅 | 110.96平米 | 南 北 | 毛坯 | 中楼层(共6层) | 2004年建 | 板楼,
20201223,浦东,川沙,绿海2004年三房 电梯房 地铁2号线川沙站新上,480万,3室2厅 | 126.16平米 | 南 北 | 毛坯 | 中楼层(共6层) | 2004年建 | 板楼,
20201223,浦东,川沙,本房三房朝南，生活配套设施齐全，热门对口小区房主自荐,510万,3室2厅 | 116.68平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,
