20201223,杨浦,中原,店长推荐独栋全明户型，配套齐全必看好房,317万,2室1厅 | 60.84平米 | 东南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3ce7afd1-058d-4ed5-9cb8-85faeadd665f_1000.jpg.296x216.jpg
20201223,杨浦,中原,新出少有的一房 中高区 采光好 满五唯一 业主人很好,390万,1室2厅 | 53.64平米 | 南 | 简装 | 中楼层(共17层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/37dccf42-c595-488e-92d3-039f4108965a_1000.jpg.296x216.jpg
20201223,杨浦,中原,南北户型+精装修+采光充足+生活便利房主自荐,330万,2室1厅 | 54.49平米 | 南 北 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/69d9abc4-5e05-401f-8909-4b3315347d42_1000.jpg.296x216.jpg
20201223,杨浦,中原,东边套+双楠两房+近欧尚+地铁8号线嫩江站，生活便利。,325万,2室1厅 | 56.68平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/1292391e-b1a1-4c07-990f-792f0fa31c51_1000.jpg.296x216.jpg
20201223,杨浦,中原,满5唯一 双南全明 05年次新房 总高3楼 低密度宜居小区房主自荐,325万,2室1厅 | 58.35平米 | 南 | 简装 | 低楼层(共3层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c71bd54f-de0e-472b-bc64-9022b97e9f5d_1000.jpg.296x216.jpg
20201223,杨浦,中原,前花园民星公园，天然氧吧，满五唯一，非顶楼，,203万,1室1厅 | 39.93平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6b5be0e4-7915-4438-95ec-853a5803e156_1000.jpg.296x216.jpg
20201223,杨浦,中原,远眺海军大学+配套完善+视野开阔+精装修+8号线。,298万,2室1厅 | 52.92平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/03f09edd-b0d4-42cd-bf26-4ce0549137a0_1000.jpg.296x216.jpg
20201223,杨浦,中原,长海一村精装修一房+低总价+全明户型,206万,1室1厅 | 41.52平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4d2d172b-6daa-41ed-883f-48f95d31521f_1000.jpg.296x216.jpg
20201223,杨浦,中原,电梯中高区，南北户型，东边套。,458万,2室1厅 | 84.87平米 | 南 东 | 简装 | 中楼层(共18层) | 1991年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/c51bf509-33b6-4660-819a-551e86675b2a_1000.jpg.296x216.jpg
20201223,杨浦,中原,地铁8号线+欧尚超市+长海医院+南北2房+诚意出售,310万,2室1厅 | 54.13平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/02d0e507-e777-4a84-bff0-ac8739cd9bc5_1000.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层前排无遮挡，南北全明大一房房主自荐,445万,1室1厅 | 82.41平米 | 南 | 精装 | 中楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2ea14ebd-e3c8-4e37-991c-0de76b4655c1_1000.jpg.296x216.jpg
20201223,杨浦,中原,此房业主诚意出售 采光无遮挡 位置好房主自荐,210万,2室1厅 | 41.85平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e8df4f35-81c6-4014-8627-f10ed8db7764_1000.jpg.296x216.jpg
20201223,杨浦,中原,业主诚心出售 看房方便  交通便利 近地铁,296万,2室0厅 | 53.38平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2422e2e2-b305-4e66-aa66-11a8590c57fc_1000.jpg.296x216.jpg
20201223,杨浦,中原,电梯一房+高得房率+正对车棚采光好+随时可看+诚售,280万,1室1厅 | 53.58平米 | 南 | 其他 | 低楼层(共13层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/97c4db29-c978-424b-9197-bc2633b8c7a2_1000.jpg.296x216.jpg
20201223,杨浦,中原,双南全明户型+近地铁/商场+精装修+采光通风好,340万,2室1厅 | 61.65平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a139926d-daad-4948-9622-e26272b1999a_1000.jpg.296x216.jpg
20201223,杨浦,中原,婚房3年精装修，家具家电全宋,可拎包入住，房主自荐,250万,1室1厅 | 42.69平米 | 南 | 精装 | 低楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8aecf68f-6eb0-41d8-ab26-fcc35e1db260_1000.jpg.296x216.jpg
20201223,杨浦,中原,优质楼层，总价低，商圈成熟，交通便利,175万,1室0厅 | 29.92平米 | 南 | 毛坯 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6a20de6e-2e74-4bbe-9f70-792ed6b396c5_1000.jpg.296x216.jpg
20201223,杨浦,中原,一室一厅 采光佳 满五不唯一 产权清晰,165万,1室1厅 | 36.25平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6164aa06-236a-40bb-8e45-f7080b822ab0_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修，一梯三户，交通方便，设施完善，诚意出售,319万,2室2厅 | 57.56平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-022251ce-f400-426d-81a4-45c44ba0184e.jpg.296x216.jpg
20201223,杨浦,中原,此房满五年，楼层好，采光充足，配套齐全，交通便利,212万,1室1厅 | 45.89平米 | 南 | 简装 | 中楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-3d2c368f-1d1b-484b-84ab-167ed562bb5c.jpg.296x216.jpg
20201223,杨浦,中原,翔殷心秀 2室1厅 南,738万,2室1厅 | 108.5平米 | 南 | 精装 | 低楼层(共14层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EytYMfEkW_1.jpg.296x216.jpg
20201223,杨浦,中原,新挂牌房源，中楼层，视野开阔，采光充足，事宜居住,228万,1室1厅 | 41.96平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ilyr5vf1J_1.jpg.296x216.jpg
20201223,杨浦,中原,新上电梯房，电梯房，电梯房，大两房，诚心出售新上,448万,2室1厅 | 75.84平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YZ9b83QnS_1.jpg.296x216.jpg
20201223,杨浦,中原,全明户型近地铁  楼栋位置好  采光充足非顶楼,205万,1室1厅 | 42.34平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-84294e1a-55d8-46bb-a85d-43dd4225c66a.jpg.296x216.jpg
20201223,杨浦,中原,新装修 拎包入住 户型全明 正气1房 满二 位置好房主自荐,223万,1室1厅 | 41.98平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_U5LqPgTzp_1.jpg.296x216.jpg
20201223,杨浦,中原,经典户型设计  合理空间划分  内外兼修的品格,245万,1室1厅 | 40.03平米 | 南 | 精装 | 低楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_DmUL2QKRD_1.jpg.296x216.jpg
20201223,杨浦,中原,此房为满五唯一，产权清晰，楼层好，采光无遮挡房主自荐,195万,1室1厅 | 39.88平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nZ73pjwH6_1.jpg.296x216.jpg
20201223,杨浦,中原,精装修两年，拎包入住，业主诚意出售，全明采光通风好房主自荐,218万,1室1厅 | 41.5平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LGH56SVuB_1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一 精装修 近地铁 配套齐全,200万,1室0厅 | 38.06平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-6f1b73ca-a37e-44d1-a21b-74ab422f6788.jpg.296x216.jpg
20201223,杨浦,中原,比邻地铁口的一房，诚意出售，看中可以沟通房主自荐,193万,1室1厅 | 34.07平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/aa7e22a7-4d9c-4fea-bbec-7c8a1a0231f3_1000.jpg.296x216.jpg
20201223,杨浦,中原,小区花园位置，独栋电梯全明四房《一梯2户》南北全明,1380万,4室3厅 | 211.66平米 | 南 | 简装 | 高楼层(共10层) | 2003年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b55c592b-2876-4a99-a59c-45ef83d9fed0.jpg.296x216.jpg
20201223,杨浦,中原,开鲁三村+低总价+中间楼层一室户房主自荐,176万,1室0厅 | 32.24平米 | 南 | 简装 | 中楼层(共4层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QRJe1QAxe_1.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层，适宜全龄人群居住，已做美丽家园，仅地铁,212万,1室1厅 | 40.34平米 | 南 | 精装 | 中楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2ZpeED6CJ_1.jpg.296x216.jpg
20201223,杨浦,中原,小户型+厅房同宽 +六一+长海医院,175万,1室1厅 | 31平米 | 南 | 简装 | 高楼层(共4层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6b293a47-eeec-4982-8e6c-847bde2d6094_1000.jpg.296x216.jpg
20201223,杨浦,中原,双轨交+中楼层采光好+精装修+生活设施齐全,210万,1室0厅 | 35.5平米 | 南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2136b6c6-b215-4671-9ff9-e645d1dd166b_1000.jpg.296x216.jpg
20201223,杨浦,中原,小区位置好，中间楼层，开阔的视野，不一样的一房。房主自荐,203万,1室0厅 | 36.72平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e1adb5d5-f672-4546-b3d9-56041014db0d_1000.jpg.296x216.jpg
20201223,杨浦,中原,二楼的高度 六楼的采光 南北通 配套完善 满五唯一,330万,2室1厅 | 59.5平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_vLtOD5lBS_1.jpg.296x216.jpg
20201223,杨浦,中原,此房满五年唯一，1T4H，朝南一房一厅，全明户型,200万,1室1厅 | 41.2平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-da72c40d-9ac4-48e4-b9f5-bc953dae6975.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 近地铁交通便利 配套齐全房主自荐,205万,1室1厅 | 43.17平米 | 南 | 毛坯 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-1d99995a-0b58-4357-898c-1e8f6751b77a.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一厅房同宽，中间楼层，房东诚意出售 价格美丽,208万,1室1厅 | 38.96平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_HxfHZ5GZG_1.jpg.296x216.jpg
20201223,杨浦,中原,温馨小房子，找到属于自己的心爱小窝房主自荐,185万,1室0厅 | 36.64平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-0c16f72d-a66a-447d-9e9f-71aa1b2e532d.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，总价低，精装修，两室。房主自荐,238万,2室1厅 | 48.55平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-70fef09d-d08f-4b7f-8e25-c6cedf4fe50d.jpg.296x216.jpg
20201223,杨浦,中原,市光四村 总价低2房   诚意出售 全明户型房主自荐,290万,2室1厅 | 58.28平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_x0SMonMG0_1.jpg.296x216.jpg
20201223,杨浦,中原,近地铁 厅房同宽  非顶楼 高楼层 视野开阔,236万,1室1厅 | 44.55平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ymiE3HSDz_1.jpg.296x216.jpg
20201223,杨浦,中原,此房满五唯一，总价低，近地铁，采光好房主自荐,205万,1室1厅 | 45.15平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_liNx8CvT7_1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一 电梯房 售后公房 视野开阔 采光良好,398万,2室1厅 | 73.04平米 | 东南 | 简装 | 低楼层(共18层) | 1996年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/b42e403f-118b-4187-bc8c-0909351210fc_1000.jpg.296x216.jpg
20201223,杨浦,中原,两房总价单价低精装修，六一school，地铁，超市0距离房主自荐,240万,2室1厅 | 45平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_IdKODokNB_1.jpg.296x216.jpg
20201223,杨浦,中原,此房满五唯一双楠全明户型、税费少、视野开阔采光好房主自荐,460万,2室1厅 | 85.94平米 | 南 | 精装 | 低楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_i0N1HAg83_1.jpg.296x216.jpg
20201223,杨浦,中原,欧尚，王炸户型，东边套南北全明通透，采光无遮挡，M8,425万,2室1厅 | 75.14平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7wVfLP25G_1.jpg.296x216.jpg
20201223,杨浦,中原,主卧朝南采光好，厅房同宽，近地铁，业主诚售,195万,1室1厅 | 41.6平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_M4t79jKx0_1.jpg.296x216.jpg
20201223,杨浦,中原,新上架好房  售后公房 满五唯一 全明户型 配套齐全,368万,2室1厅 | 64.75平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LERFyYxXa_1.jpg.296x216.jpg
20201223,杨浦,中原,医生护士必看房+全明户型+98年板楼+诚意出售,485万,3室2厅 | 83.6平米 | 南 | 简装 | 高楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e3dbe7aa-a565-4c1f-921d-d069cfa2e8ae_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修一室全明户型，拎包入住，诚意出售,195万,1室1厅 | 41.49平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_piVO94ILY_1.jpg.296x216.jpg
20201223,杨浦,中原,翔殷四村 民星家园 大两室一厅,450万,2室1厅 | 70.38平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JL34JTBXc_1.jpg.296x216.jpg
20201223,杨浦,中原,双南，满五唯一，地铁200米，总价超低，诚意出售。房主自荐,278万,2室1厅 | 55.34平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_F6PD3keaB_1.jpg.296x216.jpg
20201223,杨浦,中原,刚需必备，拎包入住，给您一个温馨的家房主自荐,185万,1室1厅 | 36.65平米 | 南 北 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pWsY9R8ez_1.jpg.296x216.jpg
20201223,杨浦,中原,一体三户  双南户型  户型方正  售后公房房主自荐,410万,2室1厅 | 72.32平米 | 南 | 简装 | 中楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-999981e0-5216-4b15-bfc2-ae4de325a45e.jpg.296x216.jpg
20201223,杨浦,中原,户型好，小区新，全明户型，采光充足，环境好,710万,2室2厅 | 99.16平米 | 南 | 简装 | 低楼层(共18层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/344e3dc9-da13-4d4c-8fab-32ffb8cf3477_1000.jpg.296x216.jpg
20201223,杨浦,中原,走过路过不要错过，小区全明户型，南北通三房。房主自荐,630万,3室2厅 | 115.7平米 | 南 北 | 简装 | 中楼层(共24层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-6f7b4a21-439e-485a-899c-5490861db4f5.png.296x216.jpg
20201223,杨浦,中原,售后公房 满五唯一 通风性好 电梯两房 随时看房房主自荐,332万,2室1厅 | 66.36平米 | 南 | 毛坯 | 低楼层(共18层) | 1993年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/pc1_YvIxYKaJC_1.jpg.296x216.jpg
20201223,杨浦,中原,空中花园 坐拥城市繁华 带产权车位+大露台60平+10储物,1380万,4室2厅 | 193.66平米 | 南 | 精装 | 高楼层(共15层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2dc6fab2-866d-4f32-9f6e-76f9cdf61edb_1000.jpg.296x216.jpg
20201223,杨浦,中原,税费少 精装修 看房方便 配套齐全 一复二大五房,1500万,5室2厅 | 232.57平米 | 南 北 | 精装 | 低楼层(共9层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f87ac181-fa76-4a62-95c3-e0ac7d948d36_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 1室0厅 南,205万,1室0厅 | 38.55平米 | 南 | 精装 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SDlT4vIwO_1.jpg.296x216.jpg
20201223,杨浦,中原,精致双南两房 双阳台 采光好 沐浴阳光 观赏陆家嘴,780万,2室2厅 | 84.73平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-55cbb34f-0616-49e6-9704-59ef9e13610c.jpg.296x216.jpg
20201223,杨浦,中原,中楼层  南北两房   精装修房主自荐,336万,2室1厅 | 60.3平米 | 南 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-175c4aa2-6f2f-4a93-94ea-c0750905cdfb.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层 全明户型 满五唯一 小区近地铁,208万,1室1厅 | 42.39平米 | 东南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8c4f6c95-0025-4cbf-b0c4-2bbf61f979de_1000.jpg.296x216.jpg
20201223,杨浦,中原,开鲁五村+全明户型+满五唯一+诚意出售房主自荐,285万,2室1厅 | 60.8平米 | 南 西南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e0d66554-4ad4-4e7c-a0c6-2d129a8c98df_1000.jpg.296x216.jpg
20201223,杨浦,中原,莱茵半岛 6室2厅 南,1200万,6室2厅 | 219.46平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20171209/61b34047-6d9e-4d40-89c8-0130df7857f5.jpg.296x216.jpg
20201223,杨浦,中原,小区人车分流 自带地暖 中氧空调 中阳泳池 会所,1080万,3室2厅 | 113.51平米 | 南 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20180116/9a0be5d0-c2dc-4ff7-86bc-d907ac6e5694.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层两房  小区美丽家已做好  车位充足房主自荐,360万,3室1厅 | 68.76平米 | 南 | 简装 | 中楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/1e7019836cb2cd9083797ce2676ad82e-042.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一，低总价，采光充足，交通便利，配套齐全,141万,1室0厅 | 35.24平米 | 南 | 毛坯 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/48c1521e945adbb4998c3e630f649d6c-093.jpg.296x216.jpg
20201223,杨浦,中原,售后公房，房龄新，双南双天井，诚意出售，8号线。,470万,2室1厅 | 77.57平米 | 南 北 | 简装 | 低楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/880ba059-5fd8-465b-8f3c-1730348316f8.jpg.296x216.jpg
20201223,杨浦,中原,低总价，房型好，采光好，视野佳，配套齐全！房主自荐,205万,2室1厅 | 50.93平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/23ce7ba5544a3467db136e548e6d6ad9-014.jpg.296x216.jpg
20201223,杨浦,中原,买两房得三房，电梯中楼层，近地铁，傍公园，配套齐全房主自荐,378万,3室1厅 | 92.45平米 | 南 | 简装 | 低楼层(共16层) | 1991年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/22855623-9ef5-4ff5-876f-6177083828ea.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，卧室面积大，可拎包入住，中间楼层，小区中间房主自荐,175万,1室1厅 | 37.21平米 | 南 | 精装 | 中楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f08f9a5bf529cf0ae47eff1e66ac6b27-036.jpg.296x216.jpg
20201223,杨浦,中原,天井，大一房，小区中间位置，近地铁8号线，出行方便新上,230万,1室1厅 | 37.04平米 | 南 | 毛坯 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/1d787b80-ffe4-41c7-a174-3746e116626a.png.296x216.jpg
20201223,杨浦,中原,大露台  满五唯一  正规五居室  顶楼复式   8号线地铁房主自荐,1150万,5室2厅 | 226.5平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20150821/410d3c4b-fee0-421a-9dde-46f0bf281afa.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一+底楼层+天井采光通风+总价低+业主诚心出售,210万,1室1厅 | 41平米 | 南 | 精装 | 低楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a83ef0b9-9a08-4120-9cab-dd635afcb31f.jpg.296x216.jpg
20201223,杨浦,中原,小户型 大格局 配套齐全 税费少,170万,1室1厅 | 37.21平米 | 南 | 简装 | 低楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/31ba8a29-356b-44e4-aba0-0c948363938c.jpg.296x216.jpg
20201223,杨浦,中原,低楼层 精装修 采光充足 交通便利房主自荐,220万,2室1厅 | 43.25平米 | 南 | 精装 | 低楼层(共5层) | 1967年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2284ecaf800dfc9537c3723e63492c0a-079.jpg.296x216.jpg
20201223,杨浦,中原,采光充足  精装修  近长海医院  诚意出售,243万,1室1厅 | 45.3平米 | 南 | 精装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/08190f0a-f109-49c5-96e8-d698cb7e183f.png.296x216.jpg
20201223,杨浦,中原,非顶楼 中间位置 业主自住  户型双南  业主诚心出售新上,340万,2室1厅 | 57.2平米 | 南 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/dfd412f5-d08d-4d01-baa0-0f7d1261c6da.png.296x216.jpg
20201223,杨浦,中原,一室一厅，钻石楼层，税费少，杨浦区中原板块主要商圈房主自荐,236万,1室1厅 | 40.9平米 | 南 | 简装 | 中楼层(共6层) | 1988年建 | 板楼,
20201223,杨浦,中原,2011年电梯小三房毛坯好装修，全明户型南北通房主自荐,442万,3室2厅 | 88.36平米 | 南 | 毛坯 | 高楼层(共33层) | 2011年建 | 板楼,
20201223,杨浦,中原,市光四村 1室0厅 南,199万,1室0厅 | 36.65平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/test-6dc60153-7fac-4d29-bb18-e0238a45f3d7.png.296x216.jpg
20201223,杨浦,中原,市光四村 1室0厅 南,193万,1室0厅 | 36.65平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/test-b8cc8ee5-6713-4870-a91d-f1f2040fe54c.png.296x216.jpg
20201223,杨浦,中原,市光四村 1室0厅 南房主自荐,218万,1室0厅 | 37.34平米 | 南 | 精装 | 中楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/12335414-c5a6-428d-b192-a35723ca6fa5.png.296x216.jpg
20201223,杨浦,中原,双南两房精装修，采光无遮挡，拎包入住,240万,2室0厅 | 47.6平米 | 南 | 精装 | 高楼层(共5层) | 1979年建 | 板楼,
20201223,杨浦,中原,户型正气+采光好+交通方便+视野广阔,620万,3室2厅 | 115.16平米 | 南 | 简装 | 低楼层(共24层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/87538f25-0d79-49fc-b42d-3425e1f5b536.png.296x216.jpg
20201223,杨浦,中原,近地铁+电梯小户型+中区阳光灿烂+满五唯一+诚售,295万,1室1厅 | 57.4平米 | 南 | 简装 | 中楼层(共18层) | 1996年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/3449ac5e-811e-4a0f-8ac3-fd456d73f0c4.png.296x216.jpg
20201223,杨浦,中原,中区位置好 房型正气 带衣帽间套房 双阳台 有产权车位,990万,3室2厅 | 135.59平米 | 南 | 精装 | 中楼层(共18层) | 2007年建 | 板楼,
20201223,杨浦,中原,新出南北两房 得房率高 正对小区泳池,840万,2室2厅 | 89平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/428a7ad1-9197-4894-bc01-10256eb11d0c.png.296x216.jpg
20201223,杨浦,中原,新翔公寓 2室1厅 南,490万,2室1厅 | 92.52平米 | 南 | 精装 | 高楼层(共18层) | 1995年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/7d603133-ee4e-4a69-b1f3-c2a4002ba1dd.png.296x216.jpg
20201223,杨浦,中原,双南两房，满五唯一，售后公房。,277万,2室1厅 | 55平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,
20201223,杨浦,中原,双楠户型 高层采光充足，视野通透，居住舒适性高新上,400万,2室1厅 | 63.04平米 | 南 | 简装 | 中楼层(共18层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/c47017ab-ae61-483a-b795-a912f49ae7ae_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行一、二村 2室1厅 南新上,290万,2室1厅 | 49.14平米 | 南 | 精装 | 中楼层(共6层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a8d74cbc-a647-4408-bd4b-c85cb6939425_1000.jpg.296x216.jpg
20201223,杨浦,中原,民星一村 3室1厅,390万,3室1厅 | 80.21平米 | 暂无数据 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-3ccfa8f1-dd2f-4b25-972f-d2c6a06f3608.png.296x216.jpg
